FileName, background_texture_name, object_file_name, object_texture_name, X-coord, Y-coord, rotation about X (rx), ry, rz 
(2055)woods8606_TL10_01_B00_FACE_36_woods8604.jpg, woods8604.jpg, TL10_01_B00_FACE_36_ICAsum_W_1.obj, woods8606.jpg, -80, 60, 20, 40, -150
(2056)woods8606_TL10_01_B00_FACE_37_woods8604.jpg, woods8604.jpg, TL10_01_B00_FACE_37_ICAsum_W_1.obj, woods8606.jpg, 280, 180, 20, 250, 0
(2057)woods8606_TL10_01_B00_FACE_38_woods8604.jpg, woods8604.jpg, TL10_01_B00_FACE_38_ICAsum_W_1.obj, woods8606.jpg, 200, 150, 330, 100, 90
(2058)woods8606_TL10_01_B00_FACE_39_woods8604.jpg, woods8604.jpg, TL10_01_B00_FACE_39_ICAsum_W_1.obj, woods8606.jpg, -40, 0, 220, 180, 70
(2059)woods8606_TL10_01_B00_FACE_40_woods8604.jpg, woods8604.jpg, TL10_01_B00_FACE_40_ICAsum_W_1.obj, woods8606.jpg, 0, 30, 330, 70, -80
(2060)tr_fruit8604_TL10_01_B00_FACE_31_woods8602.jpg, woods8602.jpg, TL10_01_B00_FACE_31_ICAsum_W_1.obj, tr_fruit8604.jpg, -400, 0, 0, 130, -10
(2061)tr_fruit8604_TL10_01_B00_FACE_32_woods8602.jpg, woods8602.jpg, TL10_01_B00_FACE_32_ICAsum_W_1.obj, tr_fruit8604.jpg, 120, -210, 70, 320, -170
(2062)tr_fruit8604_TL10_01_B00_FACE_33_woods8602.jpg, woods8602.jpg, TL10_01_B00_FACE_33_ICAsum_W_1.obj, tr_fruit8604.jpg, -280, -180, 170, 250, 120
(2063)tr_fruit8604_TL10_01_B00_FACE_34_woods8602.jpg, woods8602.jpg, TL10_01_B00_FACE_34_ICAsum_W_1.obj, tr_fruit8604.jpg, -400, -90, 30, 200, 100
(2064)tr_fruit8604_TL10_01_B00_FACE_35_woods8602.jpg, woods8602.jpg, TL10_01_B00_FACE_35_ICAsum_W_1.obj, tr_fruit8604.jpg, 280, 210, 90, 40, 120
(2065)tr_fruit8604_TL10_01_B00_FACE_36_woods8602.jpg, woods8602.jpg, TL10_01_B00_FACE_36_ICAsum_W_1.obj, tr_fruit8604.jpg, 120, -30, 310, 150, 100
(2066)tr_fruit8604_TL10_01_B00_FACE_37_woods8602.jpg, woods8602.jpg, TL10_01_B00_FACE_37_ICAsum_W_1.obj, tr_fruit8604.jpg, 120, 0, 320, 220, -110
(2067)tr_fruit8604_TL10_01_B00_FACE_38_woods8602.jpg, woods8602.jpg, TL10_01_B00_FACE_38_ICAsum_W_1.obj, tr_fruit8604.jpg, 320, -210, 160, 130, -150
(2068)tr_fruit8604_TL10_01_B00_FACE_39_woods8602.jpg, woods8602.jpg, TL10_01_B00_FACE_39_ICAsum_W_1.obj, tr_fruit8604.jpg, 280, 0, 120, 150, 0
(2069)tr_fruit8604_TL10_01_B00_FACE_40_woods8602.jpg, woods8602.jpg, TL10_01_B00_FACE_40_ICAsum_W_1.obj, tr_fruit8604.jpg, -240, 240, 40, 310, 0
(2070)tr_fruit8603_TL10_01_B00_FACE_31_tr_fruit8605.jpg, tr_fruit8605.jpg, TL10_01_B00_FACE_31_ICAsum_W_1.obj, tr_fruit8603.jpg, -400, -270, 20, 80, 140
(2071)tr_fruit8603_TL10_01_B00_FACE_32_tr_fruit8605.jpg, tr_fruit8605.jpg, TL10_01_B00_FACE_32_ICAsum_W_1.obj, tr_fruit8603.jpg, 240, -120, 150, 210, -30
(2072)tr_fruit8603_TL10_01_B00_FACE_33_tr_fruit8605.jpg, tr_fruit8605.jpg, TL10_01_B00_FACE_33_ICAsum_W_1.obj, tr_fruit8603.jpg, -200, -180, 250, 280, 10
(2073)tr_fruit8603_TL10_01_B00_FACE_34_tr_fruit8605.jpg, tr_fruit8605.jpg, TL10_01_B00_FACE_34_ICAsum_W_1.obj, tr_fruit8603.jpg, 160, 180, 40, 200, 110
(2074)tr_fruit8603_TL10_01_B00_FACE_35_tr_fruit8605.jpg, tr_fruit8605.jpg, TL10_01_B00_FACE_35_ICAsum_W_1.obj, tr_fruit8603.jpg, -160, 150, 280, 80, -90
(2075)tr_fruit8603_TL10_01_B00_FACE_36_tr_fruit8605.jpg, tr_fruit8605.jpg, TL10_01_B00_FACE_36_ICAsum_W_1.obj, tr_fruit8603.jpg, -80, -60, 0, 10, 10
(2076)tr_fruit8603_TL10_01_B00_FACE_37_tr_fruit8605.jpg, tr_fruit8605.jpg, TL10_01_B00_FACE_37_ICAsum_W_1.obj, tr_fruit8603.jpg, 200, 0, 270, 90, -130
(2077)tr_fruit8603_TL10_01_B00_FACE_38_tr_fruit8605.jpg, tr_fruit8605.jpg, TL10_01_B00_FACE_38_ICAsum_W_1.obj, tr_fruit8603.jpg, 400, -270, 180, 110, -140
(2078)tr_fruit8603_TL10_01_B00_FACE_39_tr_fruit8605.jpg, tr_fruit8605.jpg, TL10_01_B00_FACE_39_ICAsum_W_1.obj, tr_fruit8603.jpg, 80, -210, 130, 170, 30
(2079)tr_fruit8603_TL10_01_B00_FACE_40_tr_fruit8605.jpg, tr_fruit8605.jpg, TL10_01_B00_FACE_40_ICAsum_W_1.obj, tr_fruit8603.jpg, -280, -240, 50, 220, -130
(2080)tr_fruit8606_TL10_01_B00_FACE_31_woods8602.jpg, woods8602.jpg, TL10_01_B00_FACE_31_ICAsum_W_1.obj, tr_fruit8606.jpg, 280, 270, 20, 100, -150
(2081)tr_fruit8606_TL10_01_B00_FACE_32_woods8602.jpg, woods8602.jpg, TL10_01_B00_FACE_32_ICAsum_W_1.obj, tr_fruit8606.jpg, 280, 30, 350, 180, 20
(2082)tr_fruit8606_TL10_01_B00_FACE_33_woods8602.jpg, woods8602.jpg, TL10_01_B00_FACE_33_ICAsum_W_1.obj, tr_fruit8606.jpg, -200, 300, 90, 330, -40
(2083)tr_fruit8606_TL10_01_B00_FACE_34_woods8602.jpg, woods8602.jpg, TL10_01_B00_FACE_34_ICAsum_W_1.obj, tr_fruit8606.jpg, -160, 270, 120, 220, 20
(2084)tr_fruit8606_TL10_01_B00_FACE_35_woods8602.jpg, woods8602.jpg, TL10_01_B00_FACE_35_ICAsum_W_1.obj, tr_fruit8606.jpg, -240, 60, 160, 60, -120
(2085)tr_fruit8606_TL10_01_B00_FACE_36_woods8602.jpg, woods8602.jpg, TL10_01_B00_FACE_36_ICAsum_W_1.obj, tr_fruit8606.jpg, 160, -180, 170, 20, 0
(2086)tr_fruit8606_TL10_01_B00_FACE_37_woods8602.jpg, woods8602.jpg, TL10_01_B00_FACE_37_ICAsum_W_1.obj, tr_fruit8606.jpg, 80, 0, 110, 340, 100
(2087)tr_fruit8606_TL10_01_B00_FACE_38_woods8602.jpg, woods8602.jpg, TL10_01_B00_FACE_38_ICAsum_W_1.obj, tr_fruit8606.jpg, -400, -270, 250, 160, 100
(2088)tr_fruit8606_TL10_01_B00_FACE_39_woods8602.jpg, woods8602.jpg, TL10_01_B00_FACE_39_ICAsum_W_1.obj, tr_fruit8606.jpg, -280, -150, 10, 350, 120
(2089)tr_fruit8606_TL10_01_B00_FACE_40_woods8602.jpg, woods8602.jpg, TL10_01_B00_FACE_40_ICAsum_W_1.obj, tr_fruit8606.jpg, -280, 0, 300, 90, 90
(2090)tr_fruit8605_TL10_01_B00_FACE_31_tr_fruit8604.jpg, tr_fruit8604.jpg, TL10_01_B00_FACE_31_ICAsum_W_1.obj, tr_fruit8605.jpg, 200, 270, 90, 240, -80
(2091)tr_fruit8605_TL10_01_B00_FACE_32_tr_fruit8604.jpg, tr_fruit8604.jpg, TL10_01_B00_FACE_32_ICAsum_W_1.obj, tr_fruit8605.jpg, 160, 270, 340, 30, -60
(2092)tr_fruit8605_TL10_01_B00_FACE_33_tr_fruit8604.jpg, tr_fruit8604.jpg, TL10_01_B00_FACE_33_ICAsum_W_1.obj, tr_fruit8605.jpg, -160, 150, 240, 260, 30
(2093)tr_fruit8605_TL10_01_B00_FACE_34_tr_fruit8604.jpg, tr_fruit8604.jpg, TL10_01_B00_FACE_34_ICAsum_W_1.obj, tr_fruit8605.jpg, 240, -150, 190, 360, -180
(2094)tr_fruit8605_TL10_01_B00_FACE_35_tr_fruit8604.jpg, tr_fruit8604.jpg, TL10_01_B00_FACE_35_ICAsum_W_1.obj, tr_fruit8605.jpg, -120, -300, 140, 20, -140
(2095)tr_fruit8605_TL10_01_B00_FACE_36_tr_fruit8604.jpg, tr_fruit8604.jpg, TL10_01_B00_FACE_36_ICAsum_W_1.obj, tr_fruit8605.jpg, -320, 60, 250, 340, -130
(2096)tr_fruit8605_TL10_01_B00_FACE_37_tr_fruit8604.jpg, tr_fruit8604.jpg, TL10_01_B00_FACE_37_ICAsum_W_1.obj, tr_fruit8605.jpg, 80, 30, 10, 110, -110
(2097)tr_fruit8605_TL10_01_B00_FACE_38_tr_fruit8604.jpg, tr_fruit8604.jpg, TL10_01_B00_FACE_38_ICAsum_W_1.obj, tr_fruit8605.jpg, 0, -120, 10, 180, 60
(2098)tr_fruit8605_TL10_01_B00_FACE_39_tr_fruit8604.jpg, tr_fruit8604.jpg, TL10_01_B00_FACE_39_ICAsum_W_1.obj, tr_fruit8605.jpg, -80, -90, 360, 300, 120
(2099)tr_fruit8605_TL10_01_B00_FACE_40_tr_fruit8604.jpg, tr_fruit8604.jpg, TL10_01_B00_FACE_40_ICAsum_W_1.obj, tr_fruit8605.jpg, 280, -150, 170, 150, -50
(2100)tr_fruit8606_TL10_01_B00_FACE_31_woods8606.jpg, woods8606.jpg, TL10_01_B00_FACE_31_ICAsum_W_1.obj, tr_fruit8606.jpg, -320, 30, 310, 10, 70
(2101)tr_fruit8606_TL10_01_B00_FACE_32_woods8606.jpg, woods8606.jpg, TL10_01_B00_FACE_32_ICAsum_W_1.obj, tr_fruit8606.jpg, 120, -30, 220, 70, 0
(2102)tr_fruit8606_TL10_01_B00_FACE_33_woods8606.jpg, woods8606.jpg, TL10_01_B00_FACE_33_ICAsum_W_1.obj, tr_fruit8606.jpg, -80, -90, 280, 50, 10
(2103)tr_fruit8606_TL10_01_B00_FACE_34_woods8606.jpg, woods8606.jpg, TL10_01_B00_FACE_34_ICAsum_W_1.obj, tr_fruit8606.jpg, -160, -180, 180, 320, -170
(2104)tr_fruit8606_TL10_01_B00_FACE_35_woods8606.jpg, woods8606.jpg, TL10_01_B00_FACE_35_ICAsum_W_1.obj, tr_fruit8606.jpg, 400, 0, 300, 90, 100
(2105)tr_fruit8606_TL10_01_B00_FACE_36_woods8606.jpg, woods8606.jpg, TL10_01_B00_FACE_36_ICAsum_W_1.obj, tr_fruit8606.jpg, 40, -210, 120, 160, -60
(2106)tr_fruit8606_TL10_01_B00_FACE_37_woods8606.jpg, woods8606.jpg, TL10_01_B00_FACE_37_ICAsum_W_1.obj, tr_fruit8606.jpg, -40, 240, 150, 320, -40
(2107)tr_fruit8606_TL10_01_B00_FACE_38_woods8606.jpg, woods8606.jpg, TL10_01_B00_FACE_38_ICAsum_W_1.obj, tr_fruit8606.jpg, 40, 180, 230, 140, 150
(2108)tr_fruit8606_TL10_01_B00_FACE_39_woods8606.jpg, woods8606.jpg, TL10_01_B00_FACE_39_ICAsum_W_1.obj, tr_fruit8606.jpg, 240, 60, 160, 100, 100
(2109)tr_fruit8606_TL10_01_B00_FACE_40_woods8606.jpg, woods8606.jpg, TL10_01_B00_FACE_40_ICAsum_W_1.obj, tr_fruit8606.jpg, 160, 300, 10, 70, -50
(2110)tr_fruit8605_TL10_01_B00_FACE_31_tr_fruit8604.jpg, tr_fruit8604.jpg, TL10_01_B00_FACE_31_ICAsum_W_1.obj, tr_fruit8605.jpg, -320, 60, 360, 80, -50
(2111)tr_fruit8605_TL10_01_B00_FACE_32_tr_fruit8604.jpg, tr_fruit8604.jpg, TL10_01_B00_FACE_32_ICAsum_W_1.obj, tr_fruit8605.jpg, -40, -270, 180, 250, 20
(2112)tr_fruit8605_TL10_01_B00_FACE_33_tr_fruit8604.jpg, tr_fruit8604.jpg, TL10_01_B00_FACE_33_ICAsum_W_1.obj, tr_fruit8605.jpg, 360, 60, 170, 250, -20
(2113)tr_fruit8605_TL10_01_B00_FACE_34_tr_fruit8604.jpg, tr_fruit8604.jpg, TL10_01_B00_FACE_34_ICAsum_W_1.obj, tr_fruit8605.jpg, -160, -30, 170, 310, 90
(2114)tr_fruit8605_TL10_01_B00_FACE_35_tr_fruit8604.jpg, tr_fruit8604.jpg, TL10_01_B00_FACE_35_ICAsum_W_1.obj, tr_fruit8605.jpg, 0, 120, 10, 160, -170
(2115)tr_fruit8605_TL10_01_B00_FACE_36_tr_fruit8604.jpg, tr_fruit8604.jpg, TL10_01_B00_FACE_36_ICAsum_W_1.obj, tr_fruit8605.jpg, -160, 270, 270, 70, 80
(2116)tr_fruit8605_TL10_01_B00_FACE_37_tr_fruit8604.jpg, tr_fruit8604.jpg, TL10_01_B00_FACE_37_ICAsum_W_1.obj, tr_fruit8605.jpg, 240, -150, 230, 220, -130
(2117)tr_fruit8605_TL10_01_B00_FACE_38_tr_fruit8604.jpg, tr_fruit8604.jpg, TL10_01_B00_FACE_38_ICAsum_W_1.obj, tr_fruit8605.jpg, 360, 30, 80, 300, -120
(2118)tr_fruit8605_TL10_01_B00_FACE_39_tr_fruit8604.jpg, tr_fruit8604.jpg, TL10_01_B00_FACE_39_ICAsum_W_1.obj, tr_fruit8605.jpg, -320, -60, 20, 30, -150
(2119)tr_fruit8605_TL10_01_B00_FACE_40_tr_fruit8604.jpg, tr_fruit8604.jpg, TL10_01_B00_FACE_40_ICAsum_W_1.obj, tr_fruit8605.jpg, 40, 240, 20, 140, -30
(2120)tr_fruit8601_TL10_01_B00_FACE_31_woods8603.jpg, woods8603.jpg, TL10_01_B00_FACE_31_ICAsum_W_1.obj, tr_fruit8601.jpg, -160, -30, 340, 140, 40
(2121)tr_fruit8601_TL10_01_B00_FACE_32_woods8603.jpg, woods8603.jpg, TL10_01_B00_FACE_32_ICAsum_W_1.obj, tr_fruit8601.jpg, 360, 60, 180, 110, 160
(2122)tr_fruit8601_TL10_01_B00_FACE_33_woods8603.jpg, woods8603.jpg, TL10_01_B00_FACE_33_ICAsum_W_1.obj, tr_fruit8601.jpg, -320, -90, 160, 50, -80
(2123)tr_fruit8601_TL10_01_B00_FACE_34_woods8603.jpg, woods8603.jpg, TL10_01_B00_FACE_34_ICAsum_W_1.obj, tr_fruit8601.jpg, -240, -90, 150, 110, 20
(2124)tr_fruit8601_TL10_01_B00_FACE_35_woods8603.jpg, woods8603.jpg, TL10_01_B00_FACE_35_ICAsum_W_1.obj, tr_fruit8601.jpg, 0, 210, 160, 180, -120
(2125)tr_fruit8601_TL10_01_B00_FACE_36_woods8603.jpg, woods8603.jpg, TL10_01_B00_FACE_36_ICAsum_W_1.obj, tr_fruit8601.jpg, -160, -300, 290, 10, -40
(2126)tr_fruit8601_TL10_01_B00_FACE_37_woods8603.jpg, woods8603.jpg, TL10_01_B00_FACE_37_ICAsum_W_1.obj, tr_fruit8601.jpg, 40, -90, 330, 310, 100
(2127)tr_fruit8601_TL10_01_B00_FACE_38_woods8603.jpg, woods8603.jpg, TL10_01_B00_FACE_38_ICAsum_W_1.obj, tr_fruit8601.jpg, 160, -90, 280, 30, -70
(2128)tr_fruit8601_TL10_01_B00_FACE_39_woods8603.jpg, woods8603.jpg, TL10_01_B00_FACE_39_ICAsum_W_1.obj, tr_fruit8601.jpg, 200, 270, 190, 140, 150
(2129)tr_fruit8601_TL10_01_B00_FACE_40_woods8603.jpg, woods8603.jpg, TL10_01_B00_FACE_40_ICAsum_W_1.obj, tr_fruit8601.jpg, 360, -60, 160, 300, -130
(2130)woods8603_TL10_01_B00_FACE_31_tr_fruit8604.jpg, tr_fruit8604.jpg, TL10_01_B00_FACE_31_ICAsum_W_1.obj, woods8603.jpg, -400, -210, 190, 10, 150
(2131)woods8603_TL10_01_B00_FACE_32_tr_fruit8604.jpg, tr_fruit8604.jpg, TL10_01_B00_FACE_32_ICAsum_W_1.obj, woods8603.jpg, -280, -90, 70, 270, -170
(2132)woods8603_TL10_01_B00_FACE_33_tr_fruit8604.jpg, tr_fruit8604.jpg, TL10_01_B00_FACE_33_ICAsum_W_1.obj, woods8603.jpg, 160, -210, 20, 260, -90
(2133)woods8603_TL10_01_B00_FACE_34_tr_fruit8604.jpg, tr_fruit8604.jpg, TL10_01_B00_FACE_34_ICAsum_W_1.obj, woods8603.jpg, 360, 30, 50, 140, -160
(2134)woods8603_TL10_01_B00_FACE_35_tr_fruit8604.jpg, tr_fruit8604.jpg, TL10_01_B00_FACE_35_ICAsum_W_1.obj, woods8603.jpg, 280, -270, 90, 310, 40
(2135)woods8603_TL10_01_B00_FACE_36_tr_fruit8604.jpg, tr_fruit8604.jpg, TL10_01_B00_FACE_36_ICAsum_W_1.obj, woods8603.jpg, 160, 300, 320, 330, 120
(2136)woods8603_TL10_01_B00_FACE_37_tr_fruit8604.jpg, tr_fruit8604.jpg, TL10_01_B00_FACE_37_ICAsum_W_1.obj, woods8603.jpg, 360, 210, 190, 150, 50
(2137)woods8603_TL10_01_B00_FACE_38_tr_fruit8604.jpg, tr_fruit8604.jpg, TL10_01_B00_FACE_38_ICAsum_W_1.obj, woods8603.jpg, 80, 60, 350, 140, -20
(2138)woods8603_TL10_01_B00_FACE_39_tr_fruit8604.jpg, tr_fruit8604.jpg, TL10_01_B00_FACE_39_ICAsum_W_1.obj, woods8603.jpg, -200, 0, 150, 10, 20
(2139)woods8603_TL10_01_B00_FACE_40_tr_fruit8604.jpg, tr_fruit8604.jpg, TL10_01_B00_FACE_40_ICAsum_W_1.obj, woods8603.jpg, 320, -120, 30, 70, -150
(2140)woods8606_TL10_01_B00_FACE_31_tr_fruit8606.jpg, tr_fruit8606.jpg, TL10_01_B00_FACE_31_ICAsum_W_1.obj, woods8606.jpg, -80, -90, 30, 80, -150
(2141)woods8606_TL10_01_B00_FACE_32_tr_fruit8606.jpg, tr_fruit8606.jpg, TL10_01_B00_FACE_32_ICAsum_W_1.obj, woods8606.jpg, 240, -90, 210, 340, 160
(2142)woods8606_TL10_01_B00_FACE_33_tr_fruit8606.jpg, tr_fruit8606.jpg, TL10_01_B00_FACE_33_ICAsum_W_1.obj, woods8606.jpg, -80, 30, 60, 320, 70
(2143)woods8606_TL10_01_B00_FACE_34_tr_fruit8606.jpg, tr_fruit8606.jpg, TL10_01_B00_FACE_34_ICAsum_W_1.obj, woods8606.jpg, 320, -120, 140, 350, -90
(2144)woods8606_TL10_01_B00_FACE_35_tr_fruit8606.jpg, tr_fruit8606.jpg, TL10_01_B00_FACE_35_ICAsum_W_1.obj, woods8606.jpg, 160, -240, 50, 360, 130
(2145)woods8606_TL10_01_B00_FACE_36_tr_fruit8606.jpg, tr_fruit8606.jpg, TL10_01_B00_FACE_36_ICAsum_W_1.obj, woods8606.jpg, -200, 300, 270, 30, -70
(2146)woods8606_TL10_01_B00_FACE_37_tr_fruit8606.jpg, tr_fruit8606.jpg, TL10_01_B00_FACE_37_ICAsum_W_1.obj, woods8606.jpg, 160, 60, 110, 290, 90
(2147)woods8606_TL10_01_B00_FACE_38_tr_fruit8606.jpg, tr_fruit8606.jpg, TL10_01_B00_FACE_38_ICAsum_W_1.obj, woods8606.jpg, 40, 0, 130, 100, -180
(2148)woods8606_TL10_01_B00_FACE_39_tr_fruit8606.jpg, tr_fruit8606.jpg, TL10_01_B00_FACE_39_ICAsum_W_1.obj, woods8606.jpg, -120, 30, 310, 350, -140
(2149)woods8606_TL10_01_B00_FACE_40_tr_fruit8606.jpg, tr_fruit8606.jpg, TL10_01_B00_FACE_40_ICAsum_W_1.obj, woods8606.jpg, 360, -210, 90, 110, 150
(2150)woods8603_TL10_01_B00_FACE_31_tr_fruit8603.jpg, tr_fruit8603.jpg, TL10_01_B00_FACE_31_ICAsum_W_1.obj, woods8603.jpg, 160, -60, 50, 220, -70
(2151)woods8603_TL10_01_B00_FACE_32_tr_fruit8603.jpg, tr_fruit8603.jpg, TL10_01_B00_FACE_32_ICAsum_W_1.obj, woods8603.jpg, 240, -240, 10, 190, 130
(2152)woods8603_TL10_01_B00_FACE_33_tr_fruit8603.jpg, tr_fruit8603.jpg, TL10_01_B00_FACE_33_ICAsum_W_1.obj, woods8603.jpg, 360, 240, 120, 170, -90
(2153)woods8603_TL10_01_B00_FACE_34_tr_fruit8603.jpg, tr_fruit8603.jpg, TL10_01_B00_FACE_34_ICAsum_W_1.obj, woods8603.jpg, 120, -210, 30, 310, -30
(2154)woods8603_TL10_01_B00_FACE_35_tr_fruit8603.jpg, tr_fruit8603.jpg, TL10_01_B00_FACE_35_ICAsum_W_1.obj, woods8603.jpg, 0, 60, 100, 280, 150
(2155)woods8603_TL10_01_B00_FACE_36_tr_fruit8603.jpg, tr_fruit8603.jpg, TL10_01_B00_FACE_36_ICAsum_W_1.obj, woods8603.jpg, -280, -300, 140, 250, -180
(2156)woods8603_TL10_01_B00_FACE_37_tr_fruit8603.jpg, tr_fruit8603.jpg, TL10_01_B00_FACE_37_ICAsum_W_1.obj, woods8603.jpg, 240, 0, 300, 210, -80
(2157)woods8603_TL10_01_B00_FACE_38_tr_fruit8603.jpg, tr_fruit8603.jpg, TL10_01_B00_FACE_38_ICAsum_W_1.obj, woods8603.jpg, 320, -240, 180, 30, 50
(2158)woods8603_TL10_01_B00_FACE_39_tr_fruit8603.jpg, tr_fruit8603.jpg, TL10_01_B00_FACE_39_ICAsum_W_1.obj, woods8603.jpg, 360, 240, 100, 280, -150
(2159)woods8603_TL10_01_B00_FACE_40_tr_fruit8603.jpg, tr_fruit8603.jpg, TL10_01_B00_FACE_40_ICAsum_W_1.obj, woods8603.jpg, 200, -120, 330, 350, 0
(2160)tr_fruit8603_TL10_01_B00_FACE_31_tr_fruit8606.jpg, tr_fruit8606.jpg, TL10_01_B00_FACE_31_ICAsum_W_1.obj, tr_fruit8603.jpg, -240, -30, 70, 20, -90
(2161)tr_fruit8603_TL10_01_B00_FACE_32_tr_fruit8606.jpg, tr_fruit8606.jpg, TL10_01_B00_FACE_32_ICAsum_W_1.obj, tr_fruit8603.jpg, -400, 180, 360, 210, -130
(2162)tr_fruit8603_TL10_01_B00_FACE_33_tr_fruit8606.jpg, tr_fruit8606.jpg, TL10_01_B00_FACE_33_ICAsum_W_1.obj, tr_fruit8603.jpg, -320, -240, 180, 130, -130
(2163)tr_fruit8603_TL10_01_B00_FACE_34_tr_fruit8606.jpg, tr_fruit8606.jpg, TL10_01_B00_FACE_34_ICAsum_W_1.obj, tr_fruit8603.jpg, -40, 30, 160, 40, -90
(2164)tr_fruit8603_TL10_01_B00_FACE_35_tr_fruit8606.jpg, tr_fruit8606.jpg, TL10_01_B00_FACE_35_ICAsum_W_1.obj, tr_fruit8603.jpg, 240, -240, 270, 80, 70
(2165)tr_fruit8603_TL10_01_B00_FACE_36_tr_fruit8606.jpg, tr_fruit8606.jpg, TL10_01_B00_FACE_36_ICAsum_W_1.obj, tr_fruit8603.jpg, -160, 270, 330, 300, 40
(2166)tr_fruit8603_TL10_01_B00_FACE_37_tr_fruit8606.jpg, tr_fruit8606.jpg, TL10_01_B00_FACE_37_ICAsum_W_1.obj, tr_fruit8603.jpg, -40, -300, 250, 330, 30
(2167)tr_fruit8603_TL10_01_B00_FACE_38_tr_fruit8606.jpg, tr_fruit8606.jpg, TL10_01_B00_FACE_38_ICAsum_W_1.obj, tr_fruit8603.jpg, -240, -300, 140, 70, -80
(2168)tr_fruit8603_TL10_01_B00_FACE_39_tr_fruit8606.jpg, tr_fruit8606.jpg, TL10_01_B00_FACE_39_ICAsum_W_1.obj, tr_fruit8603.jpg, 400, -300, 70, 360, -150
(2169)tr_fruit8603_TL10_01_B00_FACE_40_tr_fruit8606.jpg, tr_fruit8606.jpg, TL10_01_B00_FACE_40_ICAsum_W_1.obj, tr_fruit8603.jpg, 320, 60, 80, 100, -110
(2170)woods8604_TL10_01_B00_FACE_31_tr_fruit8601.jpg, tr_fruit8601.jpg, TL10_01_B00_FACE_31_ICAsum_W_1.obj, woods8604.jpg, -320, 60, 360, 320, 150
(2171)woods8604_TL10_01_B00_FACE_32_tr_fruit8601.jpg, tr_fruit8601.jpg, TL10_01_B00_FACE_32_ICAsum_W_1.obj, woods8604.jpg, 0, -210, 310, 200, 30
(2172)woods8604_TL10_01_B00_FACE_33_tr_fruit8601.jpg, tr_fruit8601.jpg, TL10_01_B00_FACE_33_ICAsum_W_1.obj, woods8604.jpg, 280, -180, 60, 240, 50
(2173)woods8604_TL10_01_B00_FACE_34_tr_fruit8601.jpg, tr_fruit8601.jpg, TL10_01_B00_FACE_34_ICAsum_W_1.obj, woods8604.jpg, -160, 120, 280, 280, 10
(2174)woods8604_TL10_01_B00_FACE_35_tr_fruit8601.jpg, tr_fruit8601.jpg, TL10_01_B00_FACE_35_ICAsum_W_1.obj, woods8604.jpg, -280, -300, 360, 190, 120
(2175)woods8604_TL10_01_B00_FACE_36_tr_fruit8601.jpg, tr_fruit8601.jpg, TL10_01_B00_FACE_36_ICAsum_W_1.obj, woods8604.jpg, 40, 180, 0, 60, -60
(2176)woods8604_TL10_01_B00_FACE_37_tr_fruit8601.jpg, tr_fruit8601.jpg, TL10_01_B00_FACE_37_ICAsum_W_1.obj, woods8604.jpg, 160, -90, 140, 60, -20
(2177)woods8604_TL10_01_B00_FACE_38_tr_fruit8601.jpg, tr_fruit8601.jpg, TL10_01_B00_FACE_38_ICAsum_W_1.obj, woods8604.jpg, -320, 150, 260, 30, 160
(2178)woods8604_TL10_01_B00_FACE_39_tr_fruit8601.jpg, tr_fruit8601.jpg, TL10_01_B00_FACE_39_ICAsum_W_1.obj, woods8604.jpg, 120, -60, 110, 150, -150
(2179)woods8604_TL10_01_B00_FACE_40_tr_fruit8601.jpg, tr_fruit8601.jpg, TL10_01_B00_FACE_40_ICAsum_W_1.obj, woods8604.jpg, 200, -210, 190, 40, 60
(2180)tr_fruit8601_TL10_01_B00_FACE_31_tr_fruit8605.jpg, tr_fruit8605.jpg, TL10_01_B00_FACE_31_ICAsum_W_1.obj, tr_fruit8601.jpg, -120, -90, 40, 220, 110
(2181)tr_fruit8601_TL10_01_B00_FACE_32_tr_fruit8605.jpg, tr_fruit8605.jpg, TL10_01_B00_FACE_32_ICAsum_W_1.obj, tr_fruit8601.jpg, 40, 150, 340, 170, -160
(2182)tr_fruit8601_TL10_01_B00_FACE_33_tr_fruit8605.jpg, tr_fruit8605.jpg, TL10_01_B00_FACE_33_ICAsum_W_1.obj, tr_fruit8601.jpg, -200, 270, 130, 130, -150
(2183)tr_fruit8601_TL10_01_B00_FACE_34_tr_fruit8605.jpg, tr_fruit8605.jpg, TL10_01_B00_FACE_34_ICAsum_W_1.obj, tr_fruit8601.jpg, 240, -300, 300, 150, 90
(2184)tr_fruit8601_TL10_01_B00_FACE_35_tr_fruit8605.jpg, tr_fruit8605.jpg, TL10_01_B00_FACE_35_ICAsum_W_1.obj, tr_fruit8601.jpg, 320, -300, 340, 330, 60
(2185)tr_fruit8601_TL10_01_B00_FACE_36_tr_fruit8605.jpg, tr_fruit8605.jpg, TL10_01_B00_FACE_36_ICAsum_W_1.obj, tr_fruit8601.jpg, -320, 270, 110, 300, 160
(2186)tr_fruit8601_TL10_01_B00_FACE_37_tr_fruit8605.jpg, tr_fruit8605.jpg, TL10_01_B00_FACE_37_ICAsum_W_1.obj, tr_fruit8601.jpg, 320, 270, 150, 300, 0
(2187)tr_fruit8601_TL10_01_B00_FACE_38_tr_fruit8605.jpg, tr_fruit8605.jpg, TL10_01_B00_FACE_38_ICAsum_W_1.obj, tr_fruit8601.jpg, 400, -210, 200, 100, 0
